date_collected,product_itemid,product_shopid,product_category,product_name,product_price,product_price_min,product_price_max,product_discount,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,shop_location
2021-06-21,7790440553,46399675,Crop Top,DRAGON BERSHKA Two Tone Raglan Top,500.0,59,59,88,601,26,11,6,6,650,4.86,10412,1960,1,"Pasig City, Metro Manila"
2021-06-21,9514858527,11187885,Crop Top,women korean fashion oversized loose crop top bangkok tops cropped tee blouse plain solid color b024,199.0,68,68,66,246,13,4,2,2,267,4.87,2030,888,1,"Caloocan City, Metro Manila"
2021-06-21,7381504968,39345649,Crop Top,Rosé adidas aesthetic slim top• korean aesthetic croptop,68.0,62,62,9,266,15,3,1,2,287,4.89,2999,1053,1,"Navotas City, Metro Manila"
2021-06-21,8131040011,11314636,Crop Top,LAURA Plain Adjustable Ruched top / Puff Sleeves top (Bangkok inspired Korean inspired),318.0,146,146,54,289,13,1,0,0,303,4.95,631,987,1,"Taytay, Rizal"
2021-06-21,5577499146,46399675,Crop Top,POSH Trendy Front String Ruched Top,200.0,59,59,71,20687,973,748,244,370,23022,4.8,11807,77190,1,"Pasig City, Metro Manila"
2021-06-21,8617159714,25811092,Crop Top,Knit square neck tops  plain semi crop tops Korean fashion slim fit free size SQ,109.0,59,59,46,1077,83,67,29,45,1301,4.63,13548,4134,1,"Pasay City, Metro Manila"
2021-06-21,3286835130,11187885,Crop Top,retro lapel knitted collar crop top polo collared rib knit korean bangkok fashion short sleeves B045,199.0,89,89,55,124,7,4,0,3,138,4.8,881,292,1,"Caloocan City, Metro Manila"
2021-06-21,4001700796,46399675,Crop Top,SCARLETT Korean Front Garter Top,99.0,65,65,34,8859,530,488,290,700,10867,4.52,1879,27239,1,"Pasig City, Metro Manila"
2021-06-21,6161864509,46399675,Crop Top,ZARA Fashion Knitted Ribbed Croptop,200.0,55,55,73,36840,2840,2296,811,972,43759,4.69,10348,164535,1,"Pasig City, Metro Manila"
2021-06-21,11305975097,10377223,Crop Top,R&O Korean Style Cupid Design Top Crop,199.0,73,73,63,253,5,1,1,0,260,4.96,2457,524,1,"Pasay City, Metro Manila"
2021-06-21,5543666721,273094218,Crop Top,Xiaoyi new knitted cardigan high waist knitted korean top Ins Student Simple Solid Color crop top,529.0,199,199,62,745,42,13,3,1,804,4.9,728,1545,1,"Guiguinto, Bulacan"
2021-06-21,7778172929,46399675,Crop Top,FAIRY SMOCKING Mesh Puff Sleeves Top,250.0,99,99,60,4858,339,267,98,119,5681,4.71,353,17066,1,"Pasig City, Metro Manila"
2021-06-21,9340235085,39345649,Crop Top,Cami Tank top •BLESSED • Embroidered & Vinyl •croptop •tiktok tank top• korean graphic top,66.0,60,90,9,163,4,6,0,1,174,4.89,804,654,1,"Navotas City, Metro Manila"
2021-06-21,3957018875,258468274,Crop Top,DIRECT SUPPLIER Korean Fashion Katrina Plain Garter Daily Basic Loose Top 1211,150.0,85,85,43,190,8,2,0,0,200,4.94,9784,484,1,"Taytay, Rizal"
2021-06-21,6416348685,1083822,Crop Top,NKD Korean Fashion Katrina Plain Garter Daily Basic Loose Top 1211,150.0,85,85,43,602,18,5,2,3,630,4.93,9809,1521,1,"Taytay, Rizal"
2021-06-21,6805502646,46399675,Crop Top,SANDARA Ruffles Crop Top (Petite Only),150.0,55,55,63,22015,903,798,383,903,25002,4.71,4762,76466,1,"Pasig City, Metro Manila"
2021-06-21,1842676689,43841660,Crop Top,UFW #008 New Sexy Korean Knitted Crop Top with styles on the back,280.0,99,99,65,213,7,5,0,3,228,4.87,365,537,1,"Tondo I / Ii, Metro Manila"
2021-06-21,6685224091,144287446,Crop Top,COD DVX #A4766 Korean Women's Knitted Spaghetti Strap Sexy Top T-shirt Casual Sleeveless Damit,175.0,54,54,69,36,3,0,0,0,39,4.92,91,176,1,"Caloocan City, Metro Manila"
2021-06-21,7678295688,25811092,Crop Top,FLY EMIRATES V neck Sublimation Crop Top,149.0,53,58,64,5522,368,229,71,105,6295,4.77,35121,35178,1,"Pasay City, Metro Manila"
2021-06-21,8730004617,328781757,Crop Top,G&G Women's Tops Summer Korean Vintage Sexy Sleeveless Polo Collar Short Solid-color T-shirt,401.0,221,221,45,35,4,3,0,0,42,4.76,11861,95,1,Mainland China
2021-06-21,4277377630,373517388,Crop Top,48 ONLY! NEW TRENDY KOREAN LETTUCE STRIPES RIB KNITTED CROP TOPS OPENING SALE!!!,140.0,49,49,65,172,17,8,1,0,198,4.82,962,1198,1,"Antipolo City, Rizal"
2021-06-21,5875075285,46399675,Crop Top,CRYSTAL SHEIN Ribbed Ruffle Bust Top,200.0,65,65,68,9710,381,306,98,173,10668,4.82,17725,31618,1,"Pasig City, Metro Manila"
2021-06-21,3279130742,31488555,Crop Top,WPF Korean Style Rib Knit Sando Crop Top Smocked Back Padded N2#,100.0,65,65,35,447,18,5,1,7,478,4.88,394,1493,1,"San Nicolas, Metro Manila"
2021-06-21,3190181964,10377223,Crop Top,R&O Korean style Classical Reflective Butterfly Printed Crop top,199.0,74,74,63,446,3,1,1,0,451,4.98,792,963,1,"Pasay City, Metro Manila"
2021-06-21,9609949343,298717077,Crop Top,【COD & Ready Stock】Women's Chiffon Puff Sleeve Crop Top Floral Long Sleeve Tops,281.0,113,241,60,434,20,11,4,19,488,4.73,1968,1489,1,Mainland China
2021-06-21,6059135569,10615128,Crop Top,Korean Knitted Billie Tank Crop Ribbed Top,100.0,59,59,41,46,1,4,1,1,53,4.7,69,149,1,"Pasig City, Metro Manila"
2021-06-21,9312570921,10615128,Crop Top,Korean Quinn Short Roundneck Super Croptop,100.0,49,49,51,111,7,6,1,3,128,4.73,398,468,1,"Pasig City, Metro Manila"
2021-06-21,5765353281,144287446,Crop Top,COD DVX S-M Polka Beatrice Korean Ladies Crop Top Women's V-Neck Ruched T-shirt Damit Blouse Tee,188.0,46,46,76,222,10,2,3,1,238,4.89,242,775,1,"Caloocan City, Metro Manila"
2021-06-21,8550671818,46399675,Crop Top,ETUDE Korean Stylish Lace-Up Croptop,300.0,65,65,78,496,8,16,7,6,533,4.84,1030,1431,1,"Pasig City, Metro Manila"
2021-06-21,5579678870,218401063,Crop Top,Blouse Crop Top Knitted Ruffles for Women Plain Assorted Color,99.0,59,59,40,3,0,0,0,0,3,5.0,3491,6,1,"Iloilo City, Iloilo"
2021-06-21,6900306193,10615128,Crop Top,Coco - Korean Croptop Roundneck Tshirt,100.0,55,55,45,496,73,41,15,25,650,4.54,2158,2397,1,"Pasig City, Metro Manila"
2021-06-21,7100870709,55748694,Crop Top,SS Korean Peplum Garter Tops Women Crop Top Fashion Blouse,150.0,55,55,63,5555,294,281,113,217,6460,4.68,3291,17033,1,"Taytay, Rizal"
2021-06-21,8438136998,10377223,Crop Top,R&O Korean style Bear Design Fashion Crop top,199.0,77,77,61,644,10,2,1,1,658,4.97,300,1493,1,"Pasay City, Metro Manila"
2021-06-21,8958249512,10377223,Crop Top,R&O Korean Style Cute Printed Crop Top,199.0,77,77,61,782,18,9,0,3,812,4.94,304,2015,1,"Pasay City, Metro Manila"
2021-06-21,7184779115,10377223,Crop Top,R&O Korean style Printed Short Sleeve Crop Top,199.0,69,69,65,541,17,5,0,1,564,4.95,29,991,1,"Pasay City, Metro Manila"
2021-06-21,7974386758,316239219,Crop Top,Key - 0113 Crop Calina Button Wolfis Premium / Top Blouse Women Wolfis Premium Crop Xl Kancing,321.0,219,219,32,18,0,0,1,1,20,4.65,4485,37,1,Indonesia
2021-06-21,9638284953,17325060,Crop Top,Sydney Squareneck Rutched Longsleeve Puff offshoulder Crop Tops KOREAN INSPIRED joymarcelo,249.0,136,136,45,50,3,2,1,0,56,4.82,13,121,1,"San Mateo, Rizal"
2021-06-21,9127298274,36754442,Crop Top,Kathryn Korean Tops Overlap Design Side Tali Crop Top 11173#,299.0,49,49,84,45,1,3,2,3,54,4.54,1401,156,1,"Taytay, Rizal"
2021-06-21,9232814237,19100527,Crop Top,Mumu #CT54 Korean Knitted Stylish Squareneck Top Ladies Croptop Blouse,150.0,49,49,67,3302,59,34,4,10,3409,4.95,1998,9994,1,"Valenzuela City, Metro Manila"
2021-06-21,8141820316,276895504,Crop Top,Women's Trendy Posh Front String Crop Top Plain Cotton Spandex tops,99.0,49,49,51,754,52,57,18,29,910,4.63,1044,3605,1,"Valenzuela City, Metro Manila"
2021-06-21,5077407477,25811092,Crop Top,Angelcity Lettuce Crop Top Long Sleeve Blouse Korean Top Knitted LSS,99.0,59,63,40,1562,85,48,17,36,1748,4.79,73,4733,1,"Pasay City, Metro Manila"
2021-06-21,9413732857,31488555,Crop Top,WPF Korean Style Rib Knit Sando Crop Top Smocked Back Padded N3#,100.0,65,65,35,74,4,3,0,0,81,4.88,1615,239,1,"San Nicolas, Metro Manila"
2021-06-21,6885461771,276895504,Crop Top,SEXY RACERBACK SANDO FOR WOMEN (Boxer Sando/Tank Top) ON HAND,99.0,39,39,61,7,1,0,0,1,9,4.44,4973,25,1,"Valenzuela City, Metro Manila"
2021-06-21,2163351727,25587666,Crop Top,Kily.PH Korean Plain Crop Top Shirt Cotton Spandex Basic Tops 6A0060,150.0,59,59,61,15422,987,548,180,260,17397,4.79,2251,60900,1,"Taytay, Rizal"
2021-06-21,6677783308,19100527,Crop Top,Mumu #CT72 Korean Fashion String Top Adjustable Ribbon Knot Crop Top for Ladies,200.0,59,59,71,7619,127,48,12,18,7824,4.96,1952,24494,1,"Valenzuela City, Metro Manila"
2021-06-21,7263695584,12280641,Crop Top,R2 Ribbed Knitted Blazer Self Tie Korean Lettuce Hem Edge Crop Yna Top,100.0,49,49,51,173,8,2,1,2,186,4.88,32,472,1,"Taytay, Rizal"
2021-06-21,4370105209,299396535,Crop Top,Chiffon Off Shoulder Shirt Ruffle Floral Print Top Blouse Korean Top Trendy Top Square Collar Printed Chiffon Shirt Puff Seelve Shirt Off-shoulder Short Slim Slimming Lantern Sleeve Shirt Women,224.0,109,279,53,739,41,13,2,4,799,4.89,4853,1972,1,Mainland China
2021-06-21,3479083981,20477406,Crop Top,PinSan Korean Style Rib Knit Sando Crop Top Smocked Back Padded,120.0,75,75,38,832,32,13,5,5,887,4.9,2306,2381,1,"Binondo, Metro Manila"
2021-06-21,8513700725,20477406,Crop Top,PinSan Korean Style Rib Knit Sando Crop Top Smocked Back Padded,120.0,75,75,38,334,13,8,2,2,359,4.88,2043,916,1,"Binondo, Metro Manila"
2021-06-21,10410582486,318520270,Crop Top,ESSENTIELMANILA Plaid Loose Cropped Top (Trendy Korean Inspired Cropped Polo),420.0,249,249,41,16,1,0,0,0,17,4.94,539,38,1,"Angono, Rizal"
2021-06-21,8613096468,218401063,Crop Top,Women's Crop Top Blouse Button Knitted Short Sleeves Round Neck Plain,129.0,59,59,54,7,1,0,0,0,8,4.88,5388,20,1,"Iloilo City, Iloilo"
2021-06-21,8138345985,17325060,Crop Top,Sassy One side bakuna Sexy Crop Tops korean inspired top joymarelo,89.0,59,59,34,59,5,2,0,0,66,4.86,34,190,1,"San Mateo, Rizal"
2021-06-21,2806209991,25811092,Crop Top,Angelcity Vneck Blouse Tops Womem Korean semi Crop Top  LN,399.0,88,88,78,7405,384,201,79,121,8190,4.82,6024,23973,1,"Pasay City, Metro Manila"
2021-06-21,6758941187,273094218,Crop Top,Korean fashion Short Sleeve Knit women crop top,450.0,199,199,56,16,1,1,0,0,18,4.83,346,35,1,"Guiguinto, Bulacan"
2021-06-21,8136369302,273094218,Crop Top,2021 new summer Korean style slim-fit V-neck short-sleeved T-shirt top with wooden ears,370.0,169,169,54,12,0,0,0,1,13,4.69,125,26,1,"Guiguinto, Bulacan"
2021-06-21,3861115290,331790042,Crop Top,[COD Ready Stock] Women Blouse Korean Top Chiffon Puff Sleeve Crop Top Blouse Floral Croptop Long Sleeve T-Shirts Tops Square Collar Pleated Shirt Women,452.0,46,229,90,2272,108,44,10,12,2446,4.89,25658,6453,1,Mainland China
2021-06-21,8338301512,17325060,Crop Top,Letezia  Squareneck Collar CUT-OUT Puff Sleeve crop tops korean inspired top joymarcelo,249.0,120,120,52,90,4,5,1,0,100,4.83,28,213,1,"San Mateo, Rizal"
2021-06-21,8751390485,33547364,Crop Top,Fashionable clothing korean for females slimming suit crop top strechable quality for daily use tops,250.0,59,65,76,93,1,3,1,1,99,4.86,27627,291,1,"Binondo, Metro Manila"
2021-06-21,10401689418,36934404,Crop Top,MELODY Puff Sleeve Two Side String Ruched Top 11190#,299.0,65,65,78,263,12,11,2,6,294,4.78,389,931,1,"Taytay, Rizal"
2021-06-21,7062047746,144287446,Crop Top,COD DVX #4765 Korean Ladies Women's Casual Tie Dye Crop Top Ladies Short Sleeve T-shirts Damit Top,199.0,55,55,72,214,12,9,0,1,236,4.86,81,854,1,"Caloocan City, Metro Manila"
2021-06-21,6584873595,17325060,Crop Top,Oli Squareneck rutched ruffled Puff Sleeve crop tops korean inspired top joymarcelo,199.0,129,129,35,36,5,0,0,0,41,4.88,16,107,1,"San Mateo, Rizal"
2021-06-21,5440406541,55748694,Crop Top,SS Korean Button Tops V-Neck Button Down Crop Top Women Fashion Short Sleeve,150.0,62,65,59,22681,1072,796,273,404,25226,4.8,28271,77732,1,"Taytay, Rizal"
2021-06-21,7077208346,46399675,Crop Top,CRIZZA Sexy Zara Ruched Garter Top,200.0,51,51,75,5996,219,141,50,60,6466,4.86,551,19981,1,"Pasig City, Metro Manila"
2021-06-21,6282857526,25811092,Crop Top,Angelcity Floral Smocked Puff Sleeves Korean Crop Top SMK,159.0,65,65,59,528,15,12,4,7,566,4.86,163,1864,1,"Pasay City, Metro Manila"
2021-06-21,8016339057,11187885,Crop Top,button down waffle knit semi crop top lettuce ruffle sleeves plain solid color women korean B007,199.0,59,59,70,1337,102,44,11,18,1512,4.8,1631,5874,1,"Caloocan City, Metro Manila"
2021-06-21,7942283012,180767252,Crop Top,Topfashion♌2 Women Blouse Square Collar Short Floral Sweet Chiffon Flare Sleeve Blouse Tops Korean Female crop top,469.0,195,195,58,291,20,10,3,2,326,4.83,2234,649,1,Mainland China
2021-06-21,6008311416,36247807,Crop Top,boho trendy clothes short sleeves kintted top(BVQ),150.0,99,99,34,1552,239,234,83,131,2239,4.34,108617,6904,1,"San Nicolas, Metro Manila"
2021-06-21,8866924419,46399675,Crop Top,VIY Korean Knitted Ruched Top,500.0,59,59,88,6,0,2,0,1,9,4.11,811,23,1,"Pasig City, Metro Manila"
2021-06-21,6655580680,297008262,Crop Top,Fashion Women Clothes Knitted V-neckline Is Empty and Lovely Sexy Skinny Short Sleeve Korean Casual Crop Top,390.0,195,195,50,51,3,2,0,1,57,4.81,520,141,1,Mainland China
2021-06-21,7777025847,25811092,Crop Top,Knit crop top lettuce edge STRIPES Tops Korean top REA,99.0,49,53,51,2905,127,105,32,55,3224,4.8,14994,10498,1,"Pasay City, Metro Manila"
2021-06-21,3353804799,312874722,Crop Top,boutique korean trendy clothes crop top,168.0,55,99,67,204,15,10,6,3,238,4.73,36844,756,1,"San Nicolas, Metro Manila"
2021-06-21,11109426763,46399675,Crop Top,MALIBU Korean Trend Puff Sleeves Top,500.0,63,63,87,344,7,11,5,11,378,4.77,10670,1106,1,"Pasig City, Metro Manila"
2021-06-21,7755198606,294013171,Crop Top,(COD) Ladyfair Korean fashion square collar sexy pleated chiffon crop top small floral print,438.0,198,198,55,5105,300,137,51,57,5650,4.83,598,17673,1,"Malabon City, Metro Manila"
2021-06-21,4371559418,5302656,Crop Top,Korean Aesthetic Reworked Polo Crop Top Long Sleeve Ulzzaang Official,230.0,196,196,15,97,1,0,0,0,98,4.99,120,181,1,"Bacoor, Cavite"
2021-06-21,3279051327,312990876,Crop Top,Oversize Crop Tee | Top Women Crop Top,185.0,107,107,42,9,0,0,1,2,12,4.08,1657,36,1,Indonesia
2021-06-21,7287492444,203572725,Crop Top,DNEMNLPH Zoey Side Ruched Top (Korean Fashion Knitted Ribbed Blouse),199.0,99,99,50,178,4,4,3,0,189,4.89,18,501,1,"Cainta, Rizal"
2021-06-21,9913920395,25811092,Crop Top,Angelcity Smocked Puff Sleeves Tops Korean Top SMK,159.0,65,65,59,2367,83,77,24,43,2594,4.81,11407,9453,1,"Pasay City, Metro Manila"
2021-06-21,6083567838,10377223,Crop Top,R&O Korean polyester Crop Top,199.0,77,77,61,1673,28,11,1,2,1715,4.96,192,3729,1,"Pasay City, Metro Manila"
2021-06-21,10900161573,431447101,Crop Top,Korean Summer Fashion Floral V-neck Print Crop Top,120.0,84,120,30,5,1,0,0,0,6,4.83,160,17,1,"Santa Cruz, Metro Manila"
2021-06-21,5260475882,328633553,Crop Top,LALUNA Korean Fashion Katrina Plain Garter Daily Basic Loose Top 1211,150.0,79,79,47,1,0,0,0,0,1,5.0,9987,4,1,"Taytay, Rizal"
2021-06-21,2760747302,25811092,Crop Top,square neck tops blouse plain semi crop tops Korean fashion slim fit free size SN,399.0,55,55,86,10999,887,618,217,256,12977,4.71,24368,44071,1,"Pasay City, Metro Manila"
2021-06-21,8034467808,86411248,Crop Top,EMILY Criss Cross Tie Crop Top Blouse TRENDY,110.0,55,55,50,402,34,22,3,6,467,4.76,904,1397,1,"Las Pinas City, Metro Manila"
2021-06-28,10409358009,456337069,Short Sleeves,Woman t-shirts harajuku dragon kpop ropa mujer y2k tops korean style oversized t shirt clothes aesth,299.0,99,99,67,1,0,0,0,0,1,5.0,26,2,1,"Quezon City, Metro Manila"
2021-06-28,2325258563,29392066,Short Sleeves,Korean Fashion V-Neck Twisted Top Blouse,249.0,152,152,39,362,20,10,3,4,399,4.84,1832,910,1,"Binondo, Metro Manila"
2021-06-28,8540273732,291022738,Short Sleeves,square neck tops blouse plain semi crop tops Korean fashion slim fit free size,150.0,58,58,61,6,0,2,1,2,11,3.64,1942,54,1,"Paranaque City, Metro Manila"
2021-06-28,3189018299,416886409,Short Sleeves,France Korean-Style Puff Sleeve Shirt Women's 2021Summer  Square Neck Open Back Floral-Print Top Short,622.0,374,374,40,8,2,0,0,0,10,4.8,3438,17,1,Mainland China
2021-06-28,3192069037,10377223,Short Sleeves,R&O Korean Style Cotton Spandex Casual Fit Tees Short Sleeve Top,199.0,73,73,63,1101,23,5,4,3,1136,4.95,666,2773,1,"Pasay City, Metro Manila"
2021-06-28,8358485297,449754824,Short Sleeves,【BTG】Striped Short-sleeved T-shirt Women's Slim Student Korean Style Top,376.0,188,188,50,5,0,0,0,0,5,5.0,1860,16,1,Mainland China
2021-06-28,4940886722,55748694,Short Sleeves,SS Lettuce Blouse Top Basic Crop Top Korean Fashion Women Tops,100.0,45,55,55,15051,1111,627,251,295,17335,4.75,16159,55655,1,"Taytay, Rizal"
2021-06-28,9366196841,64360491,Short Sleeves,korean fashion cotton Round neck blouse top shortsleeve,250.0,150,150,40,6,0,1,0,0,7,4.71,474,51,1,"Pasay City, Metro Manila"
2021-06-28,8640641663,36754442,Short Sleeves,KATHRYN SQUARE TURTLE  NECK KOREAN TOPS 11180#,199.0,59,59,70,129,2,3,1,2,137,4.86,368,279,1,"Taytay, Rizal"
2021-06-28,8858747915,449754824,Short Sleeves,【BTG】Design Niche Short Short-sleeved T-shirt Female Summer Loose Korean Ins High Waist Top,380.0,190,190,50,3,0,0,0,0,3,5.0,4991,9,1,Mainland China
2021-06-28,3202562103,16590993,Short Sleeves,Korean lace top bestseller style 5Colors,250.0,230,230,8,2129,64,41,5,5,2244,4.92,615,5318,1,"Binondo, Metro Manila"
2021-06-28,9859049348,360379308,Short Sleeves,Puff Sleeve Chiffon Square Collar Fairy Korean Style Lace-up Pleated Tops Cute Ribbon Top,563.0,259,259,54,5,0,1,1,0,7,4.29,1665,10,1,Mainland China
2021-06-28,4838940464,55748694,Short Sleeves,SS Korean Crop Top Cinched Cut Garter Tops V Neck Blouse,150.0,58,64,61,17481,1303,732,185,311,20012,4.77,34146,56251,1,"Taytay, Rizal"
2021-06-28,7356348155,36637203,Short Sleeves,Korean fashion women summer cartoon short sleeves T-shirts oversized shirt,180.0,79,79,56,11896,991,694,232,332,14145,4.69,42618,65096,1,"San Nicolas, Metro Manila"
2021-06-28,8216884103,264590394,Short Sleeves,Claire Korean Blouse Tie  Top 11158#,199.0,65,65,67,261,5,7,0,3,276,4.89,111,790,1,"Taytay, Rizal"
2021-06-28,8805174047,64360491,Short Sleeves,Korean Fashion Knitted Blouse Knitted Top ShortSleeve Stripe,300.0,199,199,34,24,0,0,0,0,24,5.0,65,34,1,"Pasay City, Metro Manila"
2021-06-28,4390396976,360379308,Short Sleeves,Korean Pleated Gathered-waist  Shirt Sweet Slim Fit Top Cute Short Top,400.0,236,236,41,3,0,0,0,0,3,5.0,5943,15,1,Mainland China
2021-06-28,10212044078,468959708,Short Sleeves,Short-sleeved T-shirt Women's Short Tops Doll Collar Ice Silk Knitted T-shirt,418.0,209,209,50,1,0,0,0,0,1,5.0,2396,1,1,"Sampaloc, Metro Manila"
2021-06-28,4289697795,360379308,Short Sleeves,Chiffon Korean-Style Square Collar Slim Sweet Floral Short Sleeve Top,480.0,255,255,47,22,0,0,1,0,23,4.87,3715,36,1,Mainland China
2021-06-28,4840459112,55748694,Short Sleeves,SS Korean Basic Blouse Top Women Short Sleeve Tops Fits Small to Semi-Large,100.0,49,52,51,11021,889,511,146,244,12811,4.74,13117,40446,1,"Taytay, Rizal"
2021-06-28,8061220194,64360491,Short Sleeves,korean fashion knitted Round neck blouse top short sleeves,300.0,250,250,17,11,0,1,0,0,12,4.83,371,82,1,"Pasay City, Metro Manila"
2021-06-28,4873277981,203572725,Short Sleeves,DNEMNLPH Fiona Vintage Puff Top (Trendy Korean Inspired Fashion Best Seller),249.0,159,159,36,82,9,2,0,2,95,4.78,66,220,1,"Cainta, Rizal"
2021-06-28,6941576557,40841188,Short Sleeves,xiaozhainv ♬ T-shirt Woman V-neck Korean Slim all-match Tops ootd,330.0,215,215,35,23,3,2,0,0,28,4.75,79914,76,1,Mainland China
2021-06-28,8967948815,468959708,Short Sleeves,Lace Stitching Double Layer Lapel Top Women Loose Short Sleeve T-shirt,446.0,223,223,50,1,0,0,0,0,1,5.0,2999,1,1,"Sampaloc, Metro Manila"
2021-06-28,8154700018,64360491,Short Sleeves,korean fashion knitted Round neck blouse top short sleeve,300.0,245,245,18,33,0,0,1,0,34,4.91,74,186,1,"Pasay City, Metro Manila"
2021-06-28,7919342724,1083822,Short Sleeves,NKD Korean Fashion Erich Basic Daily Polo Tie Top 1104,300.0,135,138,55,3534,152,71,10,24,3791,4.89,17550,10471,1,"Taytay, Rizal"
2021-06-28,2538456294,55748694,Short Sleeves,SS Korean Fashion Peplum Top Blouse Short Sleeve Tops Crop Top,150.0,59,65,61,13408,920,791,362,593,16074,4.63,1062,54239,1,"Taytay, Rizal"
2021-06-28,6356385195,312874722,Short Sleeves,Korean loose T-shirt is the new trend of summer women Sweethearts outfit,169.0,69,79,59,5090,429,330,95,152,6096,4.67,10428,29136,1,"San Nicolas, Metro Manila"
2021-06-28,9224786101,313565900,Short Sleeves,Women's Korean New Color Block Short Sleeve Shirt Loose Top,640.0,320,320,50,4,0,0,0,0,4,5.0,232,7,1,Mainland China
2021-06-28,9752389108,50114777,Short Sleeves,BCUA Korean casual New top Women Clothes T-shirt Summer short sleeve blouse Size M-2XL 986,200.0,95,95,53,17,1,1,0,0,19,4.84,1734,48,1,"Pasay City, Metro Manila"
2021-06-28,7956324829,36247807,Short Sleeves,Korean casual New top Women Clothes T-shirt Summer short sleeve cartoon long blouse(BVQ),200.0,79,79,61,7483,650,454,156,248,8991,4.66,388504,41207,1,"San Nicolas, Metro Manila"
2021-06-28,5136346415,36929169,Short Sleeves,Awesome Korean Top Clothing 11014#,99.0,59,59,40,34,0,0,0,2,36,4.78,4861,124,1,"Taytay, Rizal"
2021-06-28,3689438184,64360491,Short Sleeves,korean fashion knitted Round neck blouse top short sleeves,300.0,245,245,18,27,1,0,0,0,28,4.96,697,171,1,"Pasay City, Metro Manila"
2021-06-28,10603843791,187693161,Short Sleeves,Women's Korean Top Summer New Style Short-sleeved Splicing Puff Sleeve Slim-fit Square-neck Knitted Shirt,405.0,245,245,40,1,1,0,0,0,2,4.5,11974,10,1,Mainland China
2021-06-28,3390794526,449754824,Short Sleeves,【BTG】Embroidered Love Short-sleeved T-shirt Women Loose and Versatile Simple Top Ins,556.0,278,278,50,0,0,0,0,0,0,0.0,9999,0,1,Mainland China
2021-06-28,6016777470,29392066,Short Sleeves,Korean Fashion Simple Rib V neck Knitted Top Blouse,299.0,85,85,72,110,4,0,0,1,115,4.93,699,313,1,"Binondo, Metro Manila"
2021-06-28,4138616832,266802542,Short Sleeves,2345✨ 【COD & Ready Stock】 Korean plus size 2021 sale fashion summer loose floral blouse tops for women top trendy casual short sleeves cartoons shirt,640.0,329,329,49,167,7,4,0,1,179,4.89,3581,394,1,Mainland China
2021-06-28,9632947044,399808845,Short Sleeves,Women short Sleeve Shirts Thin Casual Fashion Loose Shirt Tops Womens Blouse Women's Short Suit Jacket2021New Korean Style Loose Leisure All-Matching Short Sleeve Small Suit Oversized,1979.0,399,399,80,6,1,1,0,0,8,4.62,763,21,1,Mainland China
2021-06-28,3052625282,449754824,Short Sleeves,【BTG】2021 New Korean Version of Loose Letters Printed Short-sleeved T-shirt Girl Short Top,337.0,168,168,50,0,1,0,0,0,1,4.0,10002,13,1,Mainland China
2021-06-28,6540777506,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,250.0,178,178,29,337,6,3,1,1,348,4.95,85,655,1,"Pasay City, Metro Manila"
2021-06-28,2503296060,126018720,Short Sleeves,Women korean top Chiffon Polka Dot Print Casual Tops,553.0,79,309,86,1171,105,55,13,9,1353,4.79,9595,3651,1,Mainland China
2021-06-28,2952422461,325618926,Short Sleeves,Chiffon Ruffled Square Collar Korean Tops Pearl Buttons Solid Color Versatile Slim-Fit Top,500.0,279,279,44,44,4,1,0,1,50,4.8,2954,88,1,Mainland China
2021-06-28,8812869286,46399675,Short Sleeves,MIKANA Korean Squareneck Knitted Top,200.0,55,55,73,10096,411,290,97,146,11040,4.83,13444,30837,1,"Pasig City, Metro Manila"
2021-06-28,1815078583,29392066,Short Sleeves,Korean Fashion stripe Knitted top blouse,185.0,155,155,16,652,18,6,2,9,687,4.9,1760,1451,1,"Binondo, Metro Manila"
2021-06-28,2503296036,126018720,Short Sleeves,【COD ✔️ Ready Stock】Women korean top Dot Print Elegant Chiffon Blouse Crop top Tops,465.0,89,229,81,1201,105,63,15,26,1410,4.73,4437,3931,1,Mainland China
2021-06-28,11202095867,64360491,Short Sleeves,korean fashion cotton Round neck blouse top shortsleeve,280.0,230,230,18,11,0,0,0,0,11,5.0,308,36,1,"Pasay City, Metro Manila"
2021-06-28,8568672496,468959708,Short Sleeves,Korean Style Retro Plaid Shirt Women Short-sleeved Puff Sleeve T-shirt,357.0,179,179,50,1,0,0,0,0,1,5.0,1127,1,1,"Sampaloc, Metro Manila"
2021-06-28,9809157319,369909059,Short Sleeves,Off-the-shoulder Top Short-sleeved T-shirt Women's Top Summer New Korean Version of the Bf Harajuku T-shirt Student Short-sleeved T-shirt Women,283.0,260,260,8,29,5,1,1,1,37,4.62,9875,109,1,Mainland China
2021-06-28,10002090159,64360491,Short Sleeves,korean fashion cotton Round neck blouse top shortsleeve,280.0,230,230,18,19,0,1,0,0,20,4.9,291,57,1,"Pasay City, Metro Manila"
2021-06-28,9312209380,130651949,Short Sleeves,7-color Korean version elegant retro Polo knit V-neck slim short open navel Short Sleeve T-Shirt Top,200.0,149,169,26,250,10,3,3,1,267,4.89,438,619,1,"San Nicolas, Metro Manila"
