date_collected,product_itemid,product_shopid,product_category,product_name,product_price,product_price_min,product_price_max,product_discount,prod_rate_star_0,prod_rate_star_1,prod_rate_star_2,prod_rate_star_3,prod_rate_star_4,prod_rate_star_5,product_total_rating,stock,units_sold,status,shop_location
2021-06-13,2691542637,25811092,Crop Top,Angelcity Crop Top With Zipper korean fashion ZP,399.0,88,88,78,3567,193,101,30,63,3954,4.81,5328,11331,1,"Pasay City, Metro Manila"
2021-06-13,5143000426,285493266,Crop Top,HMFO DIRECT SUPPLIER 1.14 Korean Basic Button Down Crop Top With Same Fabric Buttons Detail,400.0,160,160,60,402,30,18,11,7,468,4.73,3,1199,1,"Cainta, Rizal"
2021-06-13,8531287579,149749719,Crop Top,BSCO PH KOREAN FASHION WOMEN APPAREL BLACK NARIKO BUSTIER CROP TOP,799.0,349,349,56,13,2,0,2,0,17,4.53,6,24,1,"Sampaloc, Metro Manila"
2021-06-13,6975098238,46399675,Crop Top,CARTIER Korean Vneck Knitted Top,200.0,59,59,71,6157,218,141,64,87,6667,4.84,2876,18163,1,"Pasig City, Metro Manila"
2021-06-13,3479083981,20477406,Crop Top,PinSan Korean Style Rib Knit Sando Crop Top Smocked Back Padded,120.0,75,75,38,764,31,13,5,5,818,4.89,2645,2225,1,"Binondo, Metro Manila"
2021-06-13,1552036779,17325060,Crop Top,String tube crop top korean inspired tops joymarcelo,70.0,70,70,7,212,10,9,5,2,238,4.79,32,635,1,"San Mateo, Rizal"
2021-06-13,8513700725,20477406,Crop Top,PinSan Korean Style Rib Knit Sando Crop Top Smocked Back Padded,120.0,75,75,38,308,11,6,2,2,329,4.89,2080,852,1,"Binondo, Metro Manila"
2021-06-13,3045496361,36365595,Crop Top,korean women tops fashion croptop trendy top,75.0,67,67,11,9,0,0,0,1,10,4.6,6922,51,1,"Binondo, Metro Manila"
2021-06-13,8142668085,418672464,Crop Top,Slim short crop top puff sleeve plaid shirt women,395.0,199,199,50,89,3,0,0,0,92,4.97,1041,214,1,Mainland China
2021-06-13,6838028393,40071360,Crop Top,IELGY Korean Top slim short high waist Crop top,904.0,498,498,45,17,1,2,0,0,20,4.75,1949,48,1,Mainland China
2021-06-13,3968133395,126018720,Crop Top,【COD ✔️ Ready Stock】Women korean top Fashion Sexy Solid Color Sling Tank Knit Cardigan 1 Set,200.0,106,311,47,83,7,1,2,1,94,4.8,6777,219,1,Mainland China
2021-06-13,3335745395,262845064,Crop Top,[weabbyph] Fashion Women Floral Printed Crop Top Korean Style Casual Short Sleeve V Neck Blouse Tee,633.0,292,292,54,205,11,7,1,4,228,4.84,1134,495,1,Mainland China
2021-06-13,8442673002,418672464,Crop Top,Summer new style French square collar clavicle cropped top female design sense niche chiffon white shirt female,310.0,199,199,36,55,1,0,0,1,57,4.91,1737,177,1,Mainland China
2021-06-13,6787844807,46399675,Crop Top,BLINK Korean Open Front Top,300.0,59,59,80,817,23,24,10,10,884,4.84,2543,2174,1,"Pasig City, Metro Manila"
2021-06-13,11305975097,10377223,Crop Top,R&O Korean Style Cupid Design Top Crop,199.0,73,73,63,152,4,1,1,0,158,4.94,2623,322,1,"Pasay City, Metro Manila"
2021-06-13,8411643222,41311013,Crop Top,ZARA Inspired Adjustable Crop Top,180.0,62,62,66,11611,570,566,218,444,13409,4.69,80149,44394,1,"Pasig City, Metro Manila"
2021-06-21,8154700018,64360491,Short Sleeves,korean fashion knitted Round neck blouse top short sleeve,300.0,245,245,18,25,0,0,1,0,26,4.88,101,116,1,"Pasay City, Metro Manila"
2021-06-21,9340709664,36934404,Short Sleeves,MELODY SQUARE NECK KOREAN TOPS 11180,199.0,68,68,66,16,2,2,0,0,20,4.7,399,59,1,"Taytay, Rizal"
2021-06-21,7158236537,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,99,99,67,209,6,4,0,0,219,4.94,93,535,1,"Pasay City, Metro Manila"
2021-06-21,3590133563,396605392,Short Sleeves,Women's T-shirt Short Sleeve Round Neck Cotton 30% Solid Color  Korean Fashion,284.0,208,208,27,1,0,0,0,0,1,5.0,8995,2,1,Mainland China
2021-06-21,7017871823,1083822,Short Sleeves,NKD Korean Fashion Zyra X Basic Top 1057,150.0,58,58,61,4545,81,50,18,24,4718,4.93,10850,15213,1,"Taytay, Rizal"
2021-06-21,11202095867,64360491,Short Sleeves,korean fashion knitted Round neck blouse top shortsleeve,280.0,230,230,18,9,0,0,0,0,9,5.0,315,29,1,"Pasay City, Metro Manila"
2021-06-21,5648140254,64360491,Short Sleeves,korean fashion knitted blouse top shortsleeve,220.0,199,199,10,124,2,2,1,0,129,4.93,203,488,1,"Pasay City, Metro Manila"
2021-06-21,5788426087,426357053,Short Sleeves,2021Spring College Style Retro Korean Type Professional Suit Collar Flip Student Summer Short Sleeve Shirt Women's Solid Color Top,512.0,256,256,50,2,0,0,0,0,2,5.0,17997,3,1,Mainland China
2021-06-21,4843903203,55748694,Short Sleeves,SS Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic Tee,200.0,75,75,63,14059,994,615,181,255,16104,4.77,7228,68835,1,"Taytay, Rizal"
2021-06-21,7758962170,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,80,80,73,82,1,0,0,0,83,4.99,267,176,1,"Pasay City, Metro Manila"
2021-06-21,7217869256,1083822,Short Sleeves,NKD Korean Fashion Edith Plain X Back Basic Top 1052,150.0,63,63,58,1430,59,35,12,17,1553,4.85,39470,4355,1,"Taytay, Rizal"
2021-06-21,10708121350,449754824,Short Sleeves,【BTG】Large Size Short-sleeved T-shirt Women's Summer New Style Wild Thin French Square Neck Strap Design Niche Top,598.0,299,299,50,1,0,0,0,0,1,5.0,6996,2,1,Mainland China
2021-06-21,4410865892,55748694,Short Sleeves,SS Korean Tops Knitted Pastel Crop Top for Women,150.0,59,59,61,5730,298,196,66,107,6397,4.79,3507,17004,1,"Taytay, Rizal"
2021-06-21,6539052796,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,99.0,99,99,67,209,7,5,3,0,224,4.88,425,594,1,"Pasay City, Metro Manila"
2021-06-21,9954697387,64360491,Short Sleeves,korean fashion knitted Round neck blouse top shortsleeve,300.0,235,235,22,7,0,0,0,0,7,5.0,80,15,1,"Pasay City, Metro Manila"
2021-06-21,8358485297,449754824,Short Sleeves,【BTG】Striped Short-sleeved T-shirt Women's Slim Student Korean Style Top,376.0,188,188,50,1,0,0,0,0,1,5.0,1895,10,1,Mainland China
2021-06-21,3440427470,43841660,Short Sleeves,UFW #19819 & #8208 Korean Knitted Top Short Sleeves,198.0,198,198,38,581,26,19,5,5,636,4.84,411,1804,1,"Tondo I / Ii, Metro Manila"
2021-06-21,6371583503,130651949,Short Sleeves,KATHRYN Korean Crop Top  V-neck Basic BLOUSE TOPS,180.0,129,129,28,181,12,8,0,4,205,4.79,320,417,1,"San Nicolas, Metro Manila"
2021-06-21,6258961926,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,99,99,67,141,4,2,0,0,147,4.95,395,316,1,"Pasay City, Metro Manila"
2021-06-21,7356348155,36637203,Short Sleeves,Korean fashion women summer cartoon short sleeves T-shirts oversized shirt,180.0,79,79,56,11624,971,669,215,310,13789,4.7,30503,63084,1,"San Nicolas, Metro Manila"
2021-06-21,3849269484,36934404,Short Sleeves,MELODY Korean Crop Top  V-neck Basic BLOUSE TOPS 11014#,150.0,59,59,70,337,13,6,1,3,360,4.9,5197,1033,1,"Taytay, Rizal"
2021-06-21,8418186470,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,99,99,67,61,0,1,0,0,62,4.97,300,150,1,"Pasay City, Metro Manila"
2021-06-21,8044724338,310915998,Short Sleeves,Yihua 2021 summer Korean version of the new square collar lace wood ears floral chiffon short shirt top women,318.0,268,268,16,156,7,4,0,0,167,4.91,15500,363,1,Mainland China
2021-06-21,7543788697,25717546,Short Sleeves,VIVENA Women's Korean Style Chic Pleated Short-sleeve w/ Buttons Knitted Top Open Blouses #1141,259.0,189,189,27,611,23,11,1,5,651,4.9,618,1335,1,"Santa Cruz, Metro Manila"
2021-06-21,7888813326,64360491,Short Sleeves,korean fashion knitted Round neck blouse top shortsleeve,300.0,235,235,22,9,0,0,0,0,9,5.0,32,17,1,"Pasay City, Metro Manila"
2021-06-21,6717870027,1083822,Short Sleeves,NKD Korean Fashion Jade Plain Basic Cut Out Top 1054,150.0,58,58,61,499,8,5,3,2,517,4.93,7997,1277,1,"Taytay, Rizal"
2021-06-21,8858747915,449754824,Short Sleeves,【BTG】Design Niche Short Short-sleeved T-shirt Female Summer Loose Korean Ins High Waist Top,380.0,190,190,50,2,0,0,0,0,2,5.0,4991,6,1,Mainland China
2021-06-21,6756271920,55748694,Short Sleeves,SS Viana Top Sexy V Neck Crop Top Cotton Knit Tops Korean Short Sleeve,100.0,59,59,41,6865,610,466,199,217,8357,4.64,6566,24955,1,"Taytay, Rizal"
2021-06-21,4458965072,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,150.0,99,99,34,68,2,1,0,0,71,4.94,99,198,1,"Pasay City, Metro Manila"
2021-06-21,1730221486,21407329,Short Sleeves,Patriciacai Knitted Korean Top 2218#,199.0,168,168,16,482,7,2,0,0,491,4.98,824,1217,1,"Binondo, Metro Manila"
2021-06-21,1399286671,38991357,Short Sleeves,Casual fashion spot color ladies short sleeve top,235.0,170,170,28,318,12,1,2,3,336,4.9,72,799,1,"Binondo, Metro Manila"
2021-06-21,8931473100,404554570,Short Sleeves,Short-sleeved Women's Korean Style Hollow V-neck Blouse Loose Clothes top,402.0,189,189,53,83,6,6,3,3,101,4.61,387,272,1,"Sampaloc, Metro Manila"
2021-06-21,4840459112,55748694,Short Sleeves,SS Korean Basic Blouse Top Women Short Sleeve Tops Fits Small to Semi-Large,100.0,49,52,51,10832,878,504,144,244,12602,4.74,13470,39795,1,"Taytay, Rizal"
2021-06-21,4558238098,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,120,120,60,111,4,1,0,0,116,4.95,186,302,1,"Pasay City, Metro Manila"
2021-06-21,6748102529,293797864,Short Sleeves,Bangkok Inspired Top - MJ Direct Supplier,199.0,154,195,23,5086,291,119,28,34,5558,4.87,1187,20122,1,"Mandaluyong City, Metro Manila"
2021-06-21,3840446776,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,360.0,150,150,58,490,26,17,3,3,539,4.85,762,1081,1,"Pasay City, Metro Manila"
2021-06-21,6656331828,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,120.0,120,120,60,277,8,3,4,0,292,4.91,270,707,1,"Pasay City, Metro Manila"
2021-06-21,2553628745,55748694,Short Sleeves,SS Korean Tops Square Neck Fashion Blouse Semi Crop Top,300.0,55,55,82,10261,788,470,204,253,11976,4.72,2922,36071,1,"Taytay, Rizal"
2021-06-21,5902627890,21407329,Short Sleeves,Patriciacai Korean knitted blouse (M/collar)half sleeve #6088,599.0,228,228,62,969,30,10,1,1,1011,4.94,1047,2244,1,"Binondo, Metro Manila"
2021-06-21,6719338496,1083822,Short Sleeves,NKD Korean Fashion Jana Puff Sleeves Basic Top 1098,180.0,58,58,68,1175,80,55,8,19,1337,4.78,68012,3322,1,"Taytay, Rizal"
2021-06-21,9312209380,130651949,Short Sleeves,7-color Korean version elegant retro Polo knit V-neck slim short open navel Short Sleeve T-Shirt Top,200.0,149,169,26,227,10,3,3,1,244,4.88,551,556,1,"San Nicolas, Metro Manila"
2021-06-21,7658961697,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,99,99,67,151,5,1,0,1,158,4.93,335,419,1,"Pasay City, Metro Manila"
2021-06-21,6879706634,10377223,Short Sleeves,R&O Korean Casual For Women Candy Color Plain Short Sleeve Shirt Korean Basic Top Tshirt,299.0,75,75,75,2129,98,67,16,13,2323,4.86,641,6995,1,"Pasay City, Metro Manila"
2021-06-21,8713997224,11187885,Short Sleeves,lettuce trim short sleeves round neck knit top knitted blouse women korean plain shirt ruffle B015,199.0,55,55,72,431,59,36,16,8,550,4.62,312,1606,1,"Caloocan City, Metro Manila"
2021-06-21,3550379942,130651949,Short Sleeves,Knitted Tops Korean Blouse short Sleeves Simple Elegan,180.0,149,169,17,1544,66,23,16,19,1668,4.86,92,4481,1,"San Nicolas, Metro Manila"
2021-06-21,8545953626,11187885,Short Sleeves,square neck knitted women top blouse shirt rib knit korean bangkok fashuon short sleeves sexy B011,199.0,79,79,60,71,1,4,3,1,80,4.72,379,177,1,"Caloocan City, Metro Manila"
2021-06-21,6391917237,362257424,Short Sleeves,Free shippingyihua spot short-sleeved t-shirt new embroidery women Korean loose women,957.0,383,383,60,0,0,0,0,0,0,0.0,9963,0,1,Mainland China
2021-06-21,4940886722,55748694,Short Sleeves,SS Lettuce Blouse Top Basic Crop Top Korean Fashion Women Tops,100.0,45,55,55,14832,1095,616,245,291,17079,4.75,16275,54849,1,"Taytay, Rizal"
2021-06-21,7919342724,1083822,Short Sleeves,NKD Korean Fashion Erich Basic Daily Polo Tie Top 1104,300.0,135,138,55,3485,148,70,9,24,3736,4.89,134238,10309,1,"Taytay, Rizal"
2021-06-21,6815336673,147240166,Short Sleeves,New Korean style sexy knitted blouse / women's top / plian Color shortsleeve blouse /v-neck top,350.0,179,179,49,107,6,6,0,1,120,4.82,987,294,1,"Caloocan City, Metro Manila"
2021-06-21,8159610541,449754824,Short Sleeves,【BTG】Retro Wild Ins Printed T-shirt Female Design Sense Chain Short Navel Black Short-sleeved Top,628.0,314,314,50,0,0,0,0,0,0,0.0,2499,0,1,Mainland China
2021-06-21,3500414278,55748694,Short Sleeves,SS Korean Overlap Top Ruffle Tops Women Fashion Top Wrap Around,300.0,79,92,74,9258,503,293,118,185,10357,4.79,3547,32500,1,"Taytay, Rizal"
2021-06-21,10903816367,64360491,Short Sleeves,korean fashion knitted Round neck blouse top shortsleeve,300.0,235,235,22,10,1,0,0,0,11,4.91,180,179,1,"Pasay City, Metro Manila"
2021-06-21,2768006775,25811092,Short Sleeves,Angelcity Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic tee ML,189.0,63,79,67,11604,709,480,160,250,13203,4.76,80484,51685,1,"Pasay City, Metro Manila"
2021-06-21,4761007829,312874722,Short Sleeves,Korean sexy two ways to wear floral top#75,99.0,39,79,72,126,9,3,1,3,142,4.79,31849,426,1,"San Nicolas, Metro Manila"
2021-06-21,9343802661,130651949,Short Sleeves,READY STOCK~Blackpink Jennie Korean Vintage Green Slim Sexy Crop Tops Fashion Short Sleeve Knitted,200.0,169,169,16,53,1,0,0,2,56,4.84,21,118,1,"San Nicolas, Metro Manila"
2021-06-21,4546750886,275072879,Short Sleeves,PRLCLOSET Jamaica V-Neck Velvet Top | Korean Fashion Trendy Outfit,136.0,109,109,20,57,6,3,0,1,67,4.76,492,217,1,"Antipolo City, Rizal"
2021-06-21,3739155029,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,125,125,58,358,7,2,0,1,368,4.96,76,985,1,"Pasay City, Metro Manila"
2021-06-21,9554764002,290961765,Short Sleeves,Korean Yellow Blue Black Floral Puff Sleeve Square Neck Blouse Crop Top,680.0,272,272,60,2,0,0,0,0,2,5.0,10798,2,1,Mainland China
2021-06-21,7754300774,264590394,Short Sleeves,CLAIRE Korean Crop Top  V-neck Basic BLOUSE TOPS 11014#,150.0,59,59,61,513,11,14,4,7,549,4.86,5197,1513,1,"Taytay, Rizal"
2021-06-21,7739065472,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,120.0,120,120,60,104,4,2,0,0,110,4.93,157,234,1,"Pasay City, Metro Manila"
2021-06-21,4359853822,309751081,Short Sleeves,Summer tops Streetwear Vintage butterfly Print Gothic dropshipping Korean White Big Size Harajuku Sh,247.0,99,199,60,461,46,34,11,19,571,4.61,47827,1309,1,Mainland China
2021-06-21,9262433149,449754824,Short Sleeves,【BTG】White Short Top Summer New Korean Fashion Ins Short-sleeved T-shirt Women,532.0,266,266,50,0,0,0,0,0,0,0.0,5000,0,1,Mainland China
2021-06-21,8528691619,11187885,Short Sleeves,women button down knitted knit lettuce top strawberry floral short sleeves women bangkok korean B032,299.0,79,79,74,194,7,1,1,1,204,4.92,16,493,1,"Caloocan City, Metro Manila"
2021-06-21,6689025481,55748694,Short Sleeves,SS TIA Korean Squareneck Knitted Top Cotton Tops,150.0,46,52,69,166,6,7,1,6,186,4.75,1830,461,1,"Taytay, Rizal"
2021-06-21,4655442429,10377223,Short Sleeves,R&O Korean Fashion Simple Stripe Design Casual T-shirt Tops Short Sleeves,150.0,53,53,65,1862,49,23,6,4,1944,4.94,866,4785,1,"Pasay City, Metro Manila"
2021-06-21,9644460615,420881087,Short Sleeves,Blouse Short Women's V-neck All-match Sweater Women Korean Short-sleeved T-shirt,616.0,280,280,55,0,0,0,0,0,0,0.0,15984,0,1,Mainland China
2021-06-21,8354661992,324727362,Short Sleeves,[Ubras] Korean Fashion Women's  Patchwork Lettuce Crop Top Blouse #NYF16,590.0,59,59,90,8,0,0,0,0,8,5.0,2905,12,1,"Binondo, Metro Manila"
2021-06-21,6839058576,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,125,125,58,172,7,4,0,0,183,4.92,55,366,1,"Pasay City, Metro Manila"
2021-06-21,11910437591,408422598,Short Sleeves,Plus Size Blouse Women Summer Fashion Casual Loose Plaid Shirt Korean Style Blouse Tops,480.0,240,240,50,0,0,0,0,0,0,0.0,15951,1,1,Mainland China
2021-06-21,8125850931,130823964,Short Sleeves,AIMEIBEAUTY Korean New design  V-neck short sleeve croptop for women,391.0,231,231,41,6,0,1,0,0,7,4.71,4528,19,1,Mainland China
2021-06-21,4317866265,64909141,Short Sleeves,Fashion Women's Solid Half Turtleneck Casual Knitted Tops Sleeveless T-Shirt Crop top Korean top tank top KnitTop Dress,250.0,169,185,32,1164,113,92,28,30,1427,4.65,7070,5027,1,Mainland China
2021-06-21,2538456294,55748694,Short Sleeves,SS Korean Fashion Peplum Top Blouse Short Sleeve Tops Crop Top,150.0,59,65,61,13266,908,786,359,590,15909,4.63,1405,53785,1,"Taytay, Rizal"
2021-06-21,4050865054,133659038,Short Sleeves,Vampire Korean Ruffled Sleeve Round-Neck Casual Shirt Style Crop Top 6A0091,150.0,55,55,63,500,17,23,7,18,565,4.72,124,1734,1,"Taytay, Rizal"
2021-06-21,7956324829,36247807,Short Sleeves,Korean casual New top Women Clothes T-shirt Summer short sleeve cartoon long blouse(BVQ),200.0,79,79,61,7396,644,449,155,243,8887,4.67,359749,40582,1,"San Nicolas, Metro Manila"
2021-06-21,3339163051,64360491,Short Sleeves,korean fashion knitted blouse knitted top shortsleeve,300.0,125,125,58,686,26,14,1,1,728,4.92,144,1778,1,"Pasay City, Metro Manila"
2021-06-21,2702598688,21407329,Short Sleeves,Patriciacai knitted Round-neck short sleeve Korean Top #1905,169.0,169,169,34,3764,108,32,5,8,3917,4.94,3772,12932,1,"Binondo, Metro Manila"
2021-06-21,6356385195,312874722,Short Sleeves,Korean loose T-shirt is the new trend of summer women Sweethearts outfit,169.0,69,79,59,4873,405,304,84,130,5796,4.69,44226,27343,1,"San Nicolas, Metro Manila"
2021-06-21,6101426549,55748694,Short Sleeves,SS Korean Erika Tops Fashion Ribbon Top Adjustable Strap,200.0,48,55,76,31066,1320,869,259,386,33900,4.84,20529,103593,1,"Taytay, Rizal"
2021-06-21,8312694538,27574322,Short Sleeves,korean sexy mini trendy tops fashion oversized plus size long blouse,69.0,69,79,47,67,7,4,0,3,81,4.67,379928,220,1,"San Nicolas, Metro Manila"
2021-06-21,3052625282,449754824,Short Sleeves,【BTG】2021 New Korean Version of Loose Letters Printed Short-sleeved T-shirt Girl Short Top,337.0,169,169,50,0,1,0,0,0,1,4.0,10006,11,1,Mainland China
2021-06-21,7589366746,64360491,Short Sleeves,korean fashion knitted Round neck blouse top short sleeves,300.0,245,245,18,11,0,0,0,0,11,5.0,54,112,1,"Pasay City, Metro Manila"
2021-06-21,4243944998,1083822,Short Sleeves,NKD Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,300.0,135,138,55,744,19,12,1,3,779,4.93,79124,2159,1,"Taytay, Rizal"
2021-06-21,6016777470,29392066,Short Sleeves,Korean Fashion Simple Rib V neck Knitted Top Blouse,299.0,85,85,72,105,4,0,0,1,110,4.93,710,293,1,"Binondo, Metro Manila"
2021-06-21,2966933777,419954100,Short Sleeves,【love you】Short-sleeved summer women's clothing Korean women's clothing New style women's clothing Pure color women's clothing Tops T-shirt women Korean women's clothing Korean women's short sleeves,316.0,117,117,63,0,0,0,0,0,0,0.0,43958,0,1,Mainland China
2021-06-21,9654201905,243356831,Short Sleeves,CL Random Women's Clothing Summer Korean Style Women's Short Sleeved Top and Women's T-Shirt,165.0,99,99,40,3,0,0,0,0,3,5.0,905,10,1,Mainland China
2021-06-21,2503296060,126018720,Short Sleeves,Women korean top Chiffon Polka Dot Print Casual Tops,553.0,79,309,86,1142,100,54,13,9,1318,4.79,9625,3554,1,Mainland China
2021-06-21,3041588504,1083822,Short Sleeves,NKD FASHION SHAINA PUFF SLEEES RIBBON BACK SEXY TOP 1400,300.0,88,88,71,1291,55,28,12,5,1391,4.88,8666,4327,1,"Taytay, Rizal"
2021-06-21,2888565607,49777615,Short Sleeves,Classic Knitted Blouse Korean Top Short Sleeves office wear fashion sexy blouse,260.0,99,99,62,282,23,14,15,14,348,4.56,25,886,1,"Tondo I / Ii, Metro Manila"
2021-06-21,6141452108,36754442,Short Sleeves,Kathryn black pink Tops Casual Crop Top Round Neck Shirt Korean Tops Cotton Tees  11007#,95.0,35,35,63,381,5,19,5,4,414,4.82,822,1275,1,"Taytay, Rizal"
2021-06-21,4873277981,203572725,Short Sleeves,DNEMNLPH Fiona Vintage Puff Top (Trendy Korean Inspired Fashion Best Seller),249.0,159,159,36,74,8,2,0,2,86,4.77,7,204,1,"Cainta, Rizal"
2021-06-21,3390794526,449754824,Short Sleeves,【BTG】Embroidered Love Short-sleeved T-shirt Women Loose and Versatile Simple Top Ins,556.0,278,278,50,0,0,0,0,0,0,0.0,10000,0,1,Mainland China
2021-06-21,8416873431,36754442,Short Sleeves,Kathryn Korean Blouse Tie  Top 11158#,199.0,65,65,67,586,10,17,4,6,623,4.87,148,1842,1,"Taytay, Rizal"
2021-06-21,8540273732,291022738,Short Sleeves,square neck tops blouse plain semi crop tops Korean fashion slim fit free size,150.0,58,58,61,5,0,1,1,2,9,3.56,1944,46,1,"Paranaque City, Metro Manila"
2021-06-21,10508142746,449754824,Short Sleeves,【BTG】The New Korean Version of The Thin Polo Collar Avocado Green Short-sleeved T-shirt Women's Short Half-sleeved Top,604.0,302,302,50,0,0,0,0,0,0,0.0,7500,0,1,Mainland China
2021-06-21,6866280856,331265826,Top,(COD & READY STOCK)Summer Korean version of the new slim slimming retro western style stitching floral puff sleeve short knit top women 003,100.0,99,289,1,25,1,1,1,0,28,4.79,3368,56,1,Mainland China
2021-06-21,8056573837,301669184,Top,Crown Mens Dri-fit VNeck Shirt (Maroon) Quick Dry Fit Plain Tshirt Sport Training Korean Tops,250.0,89,89,64,8,0,0,0,0,8,5.0,175,14,1,"Quezon City, Metro Manila"
2021-06-21,7753684812,133940798,Top,Korean style wild men and women trend FILA pattern design 4 colors T-shirt top,99.0,68,68,31,78,3,1,0,2,84,4.85,1647,344,1,"Valenzuela City, Metro Manila"
2021-06-21,7286863381,212748497,Top,Korean fashion off-shoulder tops,178.0,59,59,67,1,0,0,0,0,1,5.0,5990,2,1,"Valenzuela City, Metro Manila"
2021-06-21,4779391354,216736857,Top,Polo for Men Stripes Short Sleeve Korean Casual Shirt Cotton Comfy Classic Fits up to XL Ready Stock,400.0,199,199,50,50,1,1,0,1,53,4.87,77,117,1,"Pasay City, Metro Manila"
2021-06-21,9644460615,420881087,Top,Blouse Short Women's V-neck All-match Sweater Women Korean Short-sleeved T-shirt,616.0,280,280,55,0,0,0,0,0,0,0.0,15984,0,1,Mainland China
2021-06-21,2376820928,35902344,Top,Polo for Men & Boys Korean Quality C.O.D,350.0,159,159,55,255,15,8,0,5,283,4.82,122,618,1,"Pasay City, Metro Manila"
2021-06-21,3538182731,62404318,Top,LUCKY#T236 MEN'S FASHION  KOREAN TOP PREMIUM COTTON T-SHIRT FOR MEN,126.0,65,65,48,900,26,18,8,25,977,4.81,3262,2733,1,"Navotas City, Metro Manila"
2021-06-21,2064635306,62404318,Top,LUCKY #T158 KOREAN FASHION TOPS TSHIRT FOR MEN,144.0,62,62,57,134,2,1,1,2,140,4.89,216,345,1,"Navotas City, Metro Manila"
2021-06-21,10810284076,36934404,Top,MELODY Basic Croptop Pullover Sweatshirt Long Sleeve Top 11206#,299.0,75,75,75,3,0,0,1,0,4,4.25,2081,6,1,"Taytay, Rizal"
2021-06-21,3101205883,139558229,Top,Men's Tops Tees T- shirt tops bestseller Korean Fashion Shirt Cotton,133.0,103,103,23,42,2,1,2,0,47,4.79,7500,108,1,"Tondo I / Ii, Metro Manila"
2021-06-21,3778371908,51801232,Top,SIMPLE ACTIVE 2021 Korean fashion trendy breathable solid color sports top T-shirt,199.0,74,74,63,29,5,0,0,2,36,4.64,897,102,1,"Valenzuela City, Metro Manila"
2021-06-21,4557681891,47114599,Top,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199.0,74,74,63,141,6,2,0,2,151,4.88,1896,385,1,"Valenzuela City, Metro Manila"
2021-06-21,3390794526,449754824,Top,【BTG】Embroidered Love Short-sleeved T-shirt Women Loose and Versatile Simple Top Ins,556.0,278,278,50,0,0,0,0,0,0,0.0,10000,0,1,Mainland China
2021-06-21,2453128582,35902344,Top,Top Quality Printed Polo for Men Korean Fashion Premium Cotton Stretchable Plus Size Trending Polo,580.0,175,175,70,214,9,5,0,2,230,4.88,646,502,1,"Pasay City, Metro Manila"
2021-06-21,4360443828,136746139,Top,Plain Tops Korean Fashion Long Sleeve T-shirt For Men Top Sale Unisex,69.0,59,63,40,524,39,29,15,14,621,4.68,11415,5844,1,"Navotas City, Metro Manila"
2021-06-21,3458808759,315447242,Top,M-4XL plus size Korean style short sleeve t-shirt men's rainbow stripe loose top,340.0,239,239,30,19,2,2,1,1,25,4.48,2332,66,1,Mainland China
2021-06-21,9914527073,57235917,Top,INSPI Oversized Shirt Collection Graphic Tshirt For Men Women Unisex Korean Fashion,300.0,199,199,34,13119,680,263,57,68,14187,4.88,5926,35015,1,"Quezon City, Metro Manila"
2021-06-21,9021642718,371422543,Top,Oversize Korean Men T Shirt Hip-hop Loose Short-sleeved Tshirt Men Top,496.0,248,248,50,34,3,2,1,1,41,4.66,6893,92,1,Mainland China
2021-06-21,1005173044,35369989,Top,ICM #T078 Men's T- shirt tops/bestseller Dark In The Glow Korean Fashion cotton,144.0,62,62,57,2271,161,173,93,158,2856,4.5,18678,13687,1,"Navotas City, Metro Manila"
2021-06-21,3216471368,62404318,Top,LUCKY #T078 Men's tops Bestseller t-shirt For men Unisex Glow In the Dark Korean Fashion,144.0,59,65,59,7080,701,671,233,349,9034,4.54,12814,49210,1,"Navotas City, Metro Manila"
2021-06-21,3162131349,302250255,Top,【3 Colors 】M-2XL Plain Short-Sleeved Shirt Five-point Sleeve Tops Korean Men's Hooded Drop Shoulder Clothing Black Casual Simple Thin Bts Shirt Couple shirt unisex,498.0,347,357,30,267,38,21,4,2,332,4.71,23854,764,1,Mainland China
2021-06-21,6436812935,35369989,Top,ICM #T233 Fashionable Quality Cotton Stretchable Top for Men T-shirt For Men(Korean Size),126.0,62,62,51,85,3,2,3,4,97,4.67,1417,290,1,"Navotas City, Metro Manila"
